sample_idx,latency_ms
0,107.09289999795146
1,97.34770000068238
2,90.64990000115358
3,99.20899999997346
4,97.68470000199159
5,90.63220000098227
6,58.693199996923795
7,75.5133000020578
8,81.2934999994468
9,99.5641000008618
10,90.43480000036652
11,92.45009999722242
12,75.84420000057435
13,83.23059999747784
14,77.63290000002598
15,97.1856000032858
16,95.32229999967967
17,92.44820000094478
18,91.62020000076154
19,105.94299999866053
20,91.45680000074208
21,104.09860000072513
22,94.70910000163713
23,86.60059999965597
24,100.52540000106092
25,92.16379999998026
26,71.61099999939324
27,93.81349999966915
28,95.82750000117812
29,97.0582000009017
30,92.9415999999037
31,67.3516999995627
32,90.89049999965937
33,78.12439999906928
34,98.21639999790932
35,94.9813000006543
36,96.95769999962067
37,95.12829999948735
38,60.38769999940996
39,60.13370000073337
40,73.11330000084126
41,82.67229999910342
42,89.72880000146688
43,98.62319999956526
44,92.06970000013825
45,99.27520000201184
46,68.07020000269404
47,83.11699999831035
48,84.89679999911459
49,104.44049999932759
50,93.54180000082124
51,97.45900000052643
52,92.27959999770974
53,71.32119999732822
54,86.55930000168155
55,100.66749999896274
56,94.71300000222982
57,94.79640000063227
58,94.96070000022883
59,97.40020000026561
60,105.55010000098264
61,86.18350000324426
62,100.48500000266358
63,78.33080000273185
64,80.53730000028736
65,78.78509999864036
66,82.11749999827589
67,56.41280000054394
68,53.39120000280673
69,76.61770000049728
70,80.97880000059376
71,85.21219999965979
72,63.624000002164394
73,87.42879999772413
74,61.04909999703523
