sample_idx,latency_ms
0,89.61209999688435
1,88.58920000784565
2,91.08840000408236
3,96.28300000622403
4,96.18909998971503
5,102.50199999427423
6,114.16800000006333
7,60.653199994703755
8,93.86490000179037
9,96.15029999986291
10,97.68479999911506
11,79.20120000198949
12,93.08269999746699
13,102.34219999983907
14,94.99739999591839
15,95.58100000140257
16,90.9179000009317
17,66.93410000298172
18,88.17119999730494
19,107.71480000403244
20,79.51589999720454
21,83.74700001149904
22,59.481400006916374
23,87.16529999219347
24,72.63640000019222
25,90.7947000087006
26,101.67800000635907
27,94.68239999841899
28,95.25050000229385
29,96.50100000726525
30,85.46810000552796
31,88.27480000036303
32,93.70299999136478
33,96.2559999898076
34,75.7517000020016
35,105.90229999797884
36,57.83760000485927
37,66.85889999789651
38,68.57270000909921
39,87.45059999637306
40,71.60209999710787
41,81.51379998889752
42,93.26550000696443
43,74.60590000846423
44,75.29280000017025
45,87.68919999420177
46,54.79169999307487
47,88.97630000137724
48,76.83549998910166
49,64.890399997239
50,111.57880000246223
51,73.03939999837894
52,98.15010000602342
53,87.70580000418704
54,67.84099999640603
55,71.10889999603387
56,75.31800000288058
57,82.71380000223871
58,94.23430000606459
59,98.2464999979129
60,89.08360000350513
61,64.49390000489075
62,99.97629999998026
63,121.02730000333395
64,67.00999999884516
65,97.88159999880008
66,78.30900000408292
67,82.61789999960456
68,113.81680000340566
69,98.73050000169314
70,71.98979999520816
71,80.334700003732
72,97.08069999760482
73,98.57339999871328
74,69.33339999523014
75,65.28959999559447
76,83.50229999632575
77,77.95359998999629
78,79.68579999578651
79,65.42150001041591
80,62.12960000266321
81,77.19630000065081
82,73.57159999082796
83,72.33270000142511
84,87.3107999941567
85,109.25680000218563
86,125.49150000268128
87,63.00480000209063
88,79.49530000041705
89,82.72540000325534
90,57.42280000413302
91,74.88270000612829
92,68.19140000152402
93,69.49320000421721
94,83.3954999980051
95,78.44939999631606
96,78.66759999888018
97,65.54579999647103
98,78.70489999186248
99,77.00030000705738
100,82.21700000285637
101,68.43670000671409
102,87.07110000250395
103,76.46940000995528
104,67.68409999494907
105,94.83950000139885
106,100.67239998898003
107,97.16470001148991
108,89.82999999716412
109,95.95010000339244
110,97.75449999142438
111,65.43670000974089
112,87.2244999918621
113,84.03460000408813
114,55.05260000063572
115,113.31330001121387
116,93.09210001083557
117,97.4702000094112
118,92.87770000810269
119,97.20430000743363
120,94.30169999541249
121,82.23659999202937
122,97.54989999055397
123,96.99940000427887
124,101.39219999837223
125,80.21000000007916
126,84.22540000174195
127,84.85369999834802
128,101.30419999768492
129,84.81200000096578
130,75.81470000150148
131,85.23909999348689
132,105.67610000725836
133,90.21690000372473
134,100.30249999545049
135,93.88530001160689
136,87.14439999312162
137,82.76710000063758
138,53.13360001309775
139,97.08410000894219
140,100.64950000378303
141,83.76890000363346
142,45.105199998943135
143,88.22890000010375
144,65.58890000451356
145,95.83969999221154
146,100.32510000746697
147,114.78479999641422
148,86.0162000026321
149,103.19199999503326
