frame_idx,rtt_ms,ok,can_id,payload_len
0,28.782800000044517,1,291,7
1,31.03029999692808,1,291,7
2,14.801299999817275,1,291,7
3,16.49380000162637,1,291,7
4,15.36149999810732,1,291,7
5,15.918699999019736,1,291,7
6,16.338099998392863,1,291,7
7,30.93989999979385,1,291,7
8,31.585199998517055,1,291,7
9,31.578499998431653,1,291,7
10,32.422300002508564,1,291,7
11,31.33499999967171,1,291,7
12,30.55350000067847,1,291,7
13,32.39039999971283,1,291,7
14,30.858899997838307,1,291,7
15,31.451599999854807,1,291,7
16,31.25759999966249,1,291,7
17,31.51849999994738,1,291,7
18,33.017400000971975,1,291,7
19,31.21090000058757,1,291,7
20,6.149799999548122,1,291,7
21,24.10559999771067,1,291,7
22,15.969500000210246,1,291,7
23,15.206799998850329,1,291,7
24,16.362200000003213,1,291,7
25,15.589800001180265,1,291,7
26,15.65649999974994,1,291,7
27,15.92000000164262,1,291,7
28,15.691700002207654,1,291,7
29,16.15730000048643,1,291,7
30,16.066000000137137,1,291,7
31,4.420199999003671,1,291,7
32,11.060000000725267,1,291,7
33,15.650099998310907,1,291,7
34,16.465100001369137,1,291,7
35,16.11130000310368,1,291,7
36,17.958100001123967,1,291,7
37,29.534000001149252,1,291,7
38,15.872200001467718,1,291,7
39,16.449599999759812,1,291,7
40,16.407499999331776,1,291,7
41,17.975300001126016,1,291,7
42,32.579300001088995,1,291,7
43,16.337100001692306,1,291,7
44,32.047299999248935,1,291,7
45,16.228899999987334,1,291,7
46,15.86920000045211,1,291,7
47,32.67109999796958,1,291,7
48,35.37819999837666,1,291,7
49,31.073800000740448,1,291,7
50,27.404200001910795,1,291,7
51,14.771199999813689,1,291,7
52,15.727699999843026,1,291,7
53,15.30569999886211,1,291,7
54,16.05070000005071,1,291,7
55,15.837699997064192,1,291,7
56,16.006300000299234,1,291,7
57,31.036500000482192,1,291,7
58,15.617099998053163,1,291,7
59,16.526600000361213,1,291,7
60,17.22929999959888,1,291,7
61,29.625899998791283,1,291,7
62,6.211300002178177,1,291,7
63,25.5180999993172,1,291,7
64,16.67489999817917,1,291,7
65,30.32530000200495,1,291,7
66,7.160600001952844,1,291,7
67,24.210499999753665,1,291,7
68,16.366500000003725,1,291,7
69,15.753700001368998,1,291,7
70,15.446200002770638,1,291,7
71,16.106199997011572,1,291,7
72,16.0701999993762,1,291,7
73,15.652199999749428,1,291,7
74,15.819799999007955,1,291,7
75,15.993799999705516,1,291,7
76,15.237600000546081,1,291,7
77,16.58339999994496,1,291,7
78,16.818200001580408,1,291,7
79,15.98809999995865,1,291,7
80,16.850799998792354,1,291,7
81,29.973299999255687,1,291,7
82,16.87310000124853,1,291,7
83,29.296000000613276,1,291,7
84,14.765200001420453,1,291,7
85,6.8228999989514705,1,291,7
86,9.38509999832604,1,291,7
87,6.238999998458894,1,291,7
88,24.940700001025107,1,291,7
89,16.358799999579787,1,291,7
90,16.456599998491583,1,291,7
91,17.489000001660315,1,291,7
92,13.838099999702536,1,291,7
93,15.108499999769265,1,291,7
94,15.660199998819735,1,291,7
95,15.529000000242377,1,291,7
96,16.305799999827286,1,291,7
97,17.517500000394648,1,291,7
98,15.062399997987086,1,291,7
99,16.814299997349735,1,291,7
