sample_idx,latency_ms
0,110.65460000827443
1,101.64439999789465
2,92.1057999948971
3,78.87070000288077
4,88.650100005907
5,75.30039999983273
6,83.5063000122318
7,81.24820000375621
8,98.76969999459106
9,94.77460000198334
10,52.62459999357816
11,87.1774999977788
12,75.19859999592882
13,78.9851000008639
14,88.29089999198914
15,104.66379999706987
16,88.00730000075419
17,80.97260000067763
18,103.75310000381432
19,90.60940000927076
20,62.516299993149005
21,100.65300000132993
22,97.93720000016037
23,114.5468000031542
24,62.08360000164248
25,74.4875999953365
26,76.85680000577122
27,73.25449999189004
28,103.82849999587052
29,79.50479999999516
30,104.22700000344776
31,80.17770000151359
32,91.84379999351222
33,87.09639999142382
34,105.32689999672584
35,83.7247000017669
36,70.4048000043258
37,80.22289999644272
38,88.21420000458602
39,82.89890000014566
40,64.30560001172125
41,100.69230000954121
42,97.8019000031054
43,63.84410000464413
44,95.50529999251012
45,94.4523000071058
46,97.33839999535121
47,97.88039998966269
48,66.80319999577478
49,92.38439999171533
50,90.22080000431743
51,89.66230000078212
52,82.77809999708552
53,62.78290000045672
54,80.34020000195596
55,90.6529999920167
56,144.85749999585096
57,94.603300007293
58,92.52140000171494
59,96.58260000287555
60,100.25680001126602
61,92.31849999923725
62,91.07280000171158
63,70.41890000982676
64,78.7071999948239
65,91.63929999340326
66,91.11000000848435
67,69.61789999331813
68,88.73229999153409
69,106.2281000049552
70,94.13660000427626
71,102.9910000070231
72,50.33920001005754
73,107.25929999898653
74,89.32210000057239
75,94.59140000399202
76,101.18869999132585
77,94.95870000682771
78,94.61840000585653
79,77.6942000084091
80,82.52029999857768
81,75.90100000379607
82,70.43690000136849
83,98.26630000316072
84,93.03910000016913
85,91.50500000396278
86,103.40100000030361
87,68.05500001064502
88,58.25909999839496
89,89.42560000286903
90,74.70319999265485
91,87.88420000928454
92,66.09550000575837
93,95.3466000064509
94,94.65819998877123
95,61.030199998640455
96,81.77280001109466
97,98.95830000459682
98,95.53040000901092
99,96.054900001036
100,94.11150000232738
101,85.81590000540018
102,110.79109999991488
103,108.09939999307971
104,91.44699999887962
105,78.01340000878554
106,79.00510000763461
107,100.28729999612551
108,62.060600001132116
109,77.93789998686407
110,73.3468999969773
111,92.54840000357945
112,96.92850000283215
113,92.80909999506548
114,95.97409999696538
115,96.52250001090579
116,73.41680000536144
117,87.42270000220742
118,99.44330000143964
119,99.32099998695776
120,88.83929999137763
121,81.7557999980636
122,95.63710000657011
123,95.38440000324044
124,96.13099999842234
125,97.22160000819713
126,72.90319999447092
127,76.58329998957925
128,96.44140000455081
129,106.10360000282526
130,96.72459999273997
131,95.96359998977277
132,95.6164999952307
133,102.69780000089668
134,78.87070000288077
135,92.35210000770167
136,58.462600005441345
137,104.69809999631252
138,89.67230000416748
139,99.61970000586007
140,91.45649999845773
141,88.93050000187941
142,98.90170001017395
143,84.43029999034479
144,99.57060001033824
145,92.41009999823291
146,67.89589999243617
147,89.05899999081157
148,101.63599999214057
149,94.74460000637919
150,59.18490000476595
151,74.88799998827744
152,57.38070000370499
153,66.73249999585096
154,97.70440000283998
155,100.42679999605753
156,87.84340000420343
157,105.88679999636952
158,87.75450001121499
159,92.05700000165962
160,106.33680000319146
161,82.39749999484047
162,106.00060000433587
163,95.30339999764692
164,93.53119999286719
165,92.75900000648107
166,67.31949999812059
167,101.40280000632629
168,94.96250000665896
169,93.82090000144672
170,88.82730000186712
171,71.45019999006763
172,90.56779999809805
173,102.6177000021562
174,67.30480000260286
175,91.62380000634585
176,92.78459999768529
177,103.25899999588728
178,94.94109998922795
179,91.43450000556186
180,78.97299999604002
181,64.59509998967405
182,98.48649999185
183,97.0000999950571
184,91.1335999990115
185,98.9767999999458
186,72.5708000099985
187,91.85470000375062
188,65.94329999643378
189,90.68019999540411
190,92.53950000857003
191,100.8088999951724
192,62.29750000056811
193,75.02789999125525
194,92.07379999861587
195,87.96010000514798
196,101.1789000040153
197,94.33429999626242
198,77.18590000877157
199,102.51660000358243
