frame_idx,rtt_ms,ok,can_id,payload_len
66,22.64540000760462,1,291,7
67,23.013500001979992,1,291,7
68,17.17540000390727,1,291,7
69,17.01199999661185,1,291,7
70,32.966600003419444,1,291,7
71,29.213200003141537,1,291,7
72,33.75790000427514,1,291,7
73,12.602799994056113,1,291,7
74,16.001399999368005,1,291,7
75,14.189999987138435,1,291,7
76,27.37790001265239,1,291,7
77,15.975699992850423,1,291,7
78,15.656599993235432,1,291,7
79,16.379800013964996,1,291,7
80,15.667300001950935,1,291,7
81,16.534399997908622,1,291,7
82,30.89979999640491,1,291,7
83,28.055000002495944,1,291,7
84,15.556700003799051,1,291,7
85,15.640100013115443,1,291,7
86,15.716599998995662,1,291,7
87,30.811000004177913,1,291,7
88,14.723100000992417,1,291,7
89,16.502499987836927,1,291,7
90,16.470300004584715,1,291,7
91,16.47919999959413,1,291,7
92,35.398599997279234,1,291,7
93,30.10790000553243,1,291,7
94,31.590500002494082,1,291,7
95,32.7532999945106,1,291,7
96,27.604300004895777,1,291,7
97,13.73299999977462,1,291,7
98,17.369500012136996,1,291,7
99,29.846800011000596,1,291,7
100,7.210100011434406,1,291,7
101,5.26259999605827,1,291,7
102,31.254900008207187,1,291,7
103,15.82139999663923,1,291,7
104,16.66090000071563,1,291,7
105,35.703000001376495,1,291,7
106,31.600000002072193,1,291,7
107,9.99489999958314,1,291,7
108,17.24380000086967,1,291,7
109,8.271999991848134,1,291,7
110,21.692399997846223,1,291,7
111,15.96649999555666,1,291,7
112,15.998100003344007,1,291,7
113,22.196099991560914,1,291,7
114,5.088200006866828,1,291,7
115,16.863900003954768,1,291,7
116,16.381699999328703,1,291,7
117,15.391099994303659,1,291,7
118,15.4634999926202,1,291,7
119,15.26949999970384,1,291,7
120,20.099200002732687,1,291,7
121,26.569899986498058,1,291,7
122,16.53029999579303,1,291,7
123,33.05060000275262,1,291,7
124,8.639500010758638,1,291,7
125,30.515300008119084,1,291,7
126,21.581199995125644,1,291,7
127,13.784400012809783,1,291,7
128,14.60780001070816,1,291,7
129,15.8604999887757,1,291,7
130,15.980099997250363,1,291,7
131,15.761700007715262,1,291,7
132,13.74039999791421,1,291,7
133,16.36819999839645,1,291,7
134,16.658099993946962,1,291,7
135,5.931799998506904,1,291,7
136,25.425999992876314,1,291,7
137,15.633600007276982,1,291,7
138,29.381200001807883,1,291,7
139,17.54820000496693,1,291,7
140,15.647699998226017,1,291,7
141,15.442600008100271,1,291,7
142,15.991699998266995,1,291,7
143,45.400200004223734,1,291,7
144,15.332199996919371,1,291,7
145,15.345399995567277,1,291,7
146,6.853099999716505,1,291,7
147,7.399699999950826,1,291,7
148,16.465599997900426,1,291,7
149,16.067300006398,1,291,7
150,23.690899994107895,1,291,7
151,22.30240000062622,1,291,7
152,16.893600011826493,1,291,7
153,30.625800005509518,1,291,7
154,16.520300006959587,1,291,7
155,30.724399999598972,1,291,7
156,33.26099998957943,1,291,7
157,15.345499996328726,1,291,7
158,15.701500000432134,1,291,7
159,31.759000004967675,1,291,7
160,31.137400001171045,1,291,7
161,34.25319999223575,1,291,7
162,25.575799998478033,1,291,7
163,5.455699996673502,1,291,7
164,21.644199994625524,1,291,7
165,16.838799987453967,1,291,7
166,15.590199996950105,1,291,7
167,4.447200000868179,1,291,7
168,25.885299997753464,1,291,7
169,15.39089999278076,1,291,7
170,16.116900005727075,1,291,7
171,15.756900000269525,1,291,7
172,16.012899999623187,1,291,7
173,4.732000001240522,1,291,7
174,5.029899999499321,1,291,7
175,21.771400002762675,1,291,7
176,16.046899996581487,1,291,7
177,16.5467000042554,1,291,7
178,15.322099992772564,1,291,7
179,14.788500004215166,1,291,7
180,16.644799994537607,1,291,7
181,3.1833999964874238,1,291,7
182,12.411699994117953,1,291,7
183,16.595099994447082,1,291,7
184,15.2168999920832,1,291,7
185,16.317899993737228,1,291,7
186,16.230599998380058,1,291,7
187,15.780400004587136,1,291,7
188,5.064999990281649,1,291,7
189,10.46170000336133,1,291,7
190,16.41090000339318,1,291,7
191,15.835600002901629,1,291,7
192,16.133600001921877,1,291,7
193,16.794700000900775,1,291,7
194,16.096499995910563,1,291,7
195,16.700499996659346,1,291,7
196,14.835199996014126,1,291,7
197,32.022700004745275,1,291,7
198,16.6970999998739,1,291,7
199,33.68140000384301,1,291,7
200,8.749100001296028,1,291,7
201,21.469400002388284,1,291,7
202,15.413899993291125,1,291,7
203,30.54599999450147,1,291,7
204,33.458199992310256,1,291,7
205,16.608999998425134,1,291,7
206,34.91000000212807,1,291,7
207,32.69279999949504,1,291,7
208,15.890399998170324,1,291,7
209,16.242600002442487,1,291,7
210,12.710700000752695,1,291,7
211,30.314699994050898,1,291,7
212,30.09679999377113,1,291,7
213,16.797399992356077,1,291,7
214,31.592400002409704,1,291,7
215,16.034200001740828,1,291,7
216,16.939900000579655,1,291,7
217,15.739499998744577,1,291,7
218,18.273399997269735,1,291,7
219,30.346500003361143,1,291,7
220,34.88859999924898,1,291,7
221,31.90329999779351,1,291,7
222,32.61850000126287,1,291,7
223,12.823600001865998,1,291,7
224,32.19260000332724,1,291,7
225,6.711499998345971,1,291,7
226,22.003000005497597,1,291,7
227,17.64379999076482,1,291,7
228,35.14619999623392,1,291,7
229,12.917100000777282,1,291,7
230,36.693499991088174,1,291,7
231,13.001799990888685,1,291,7
232,30.80029999546241,1,291,7
233,14.868800004478544,1,291,7
234,17.234800005098805,1,291,7
235,18.0951000074856,1,291,7
236,32.04370000457857,1,291,7
237,32.649300002958626,1,291,7
238,30.963500001234934,1,291,7
239,16.26140000007581,1,291,7
240,15.881699990131892,1,291,7
241,32.33719999843743,1,291,7
242,31.205799998133443,1,291,7
243,31.13139999913983,1,291,7
244,32.49280000454746,1,291,7
245,32.38779999082908,1,291,7
246,31.551299995044246,1,291,7
247,31.708199996501207,1,291,7
248,13.208899996243417,1,291,7
249,19.75139998830855,1,291,7
