sample_idx,latency_ms
0,87.12520000699442
1,76.42920000944287
2,91.59349999390543
3,111.51729999983218
4,83.45890000055078
5,49.81280000356492
6,71.07849999738391
7,86.25540000502951
8,100.81720000016503
9,84.1696999996202
10,101.30260000005364
11,64.35210000199731
12,84.84000001044478
13,111.53989999729674
14,59.75870000838768
15,95.10980000777636
16,104.56770000746474
17,117.32710000069346
18,112.20599999069236
19,89.16630000749137
20,116.57820000255015
21,90.83630000532139
22,97.36489999340847
23,115.28319999342784
24,128.63380000635516
25,129.36160000390373
26,99.43799999018665
27,119.68319999868982
28,112.83610000100452
29,97.58570000121836
30,124.91659999068361
31,108.49549999693409
32,104.72570000274573
33,115.39649999758694
34,99.66890000214335
35,126.94709999777842
36,110.64250000345055
37,139.59540000359993
38,116.0805999970762
39,108.42630000843201
40,114.79829999734648
41,102.57269999419805
42,108.52530000556726
43,100.31599999638274
44,97.64400000858586
45,116.77940000663511
46,85.39630001178011
47,108.23220000020228
48,62.02569999732077
49,66.72580000304151
50,62.38180000218563
51,101.41689999727532
52,114.80450000090059
53,110.62059999676421
54,68.76249999913853
55,87.4547999992501
56,108.01390001142863
57,53.643599996576086
58,43.72909999801777
59,76.52399998914916
60,86.509600005229
61,68.07439999829512
62,64.5817999902647
63,95.4689999925904
64,67.05850000435021
65,57.967000000644475
66,61.41330000536982
67,66.43380000605248
68,78.71869999507908
69,103.53410000971053
70,74.7648999968078
71,117.1901999914553
72,85.5913999985205
73,50.99050000717398
74,60.43389999831561
75,71.25179999275133
76,79.50629999686498
77,76.01379998959601
78,64.8263000039151
79,117.68549999396782
80,118.52540000109002
81,108.06490000686608
82,111.99689999921247
83,112.69470000115689
84,71.86340000771452
85,76.24879998911638
86,114.28080000041518
87,121.14829999336507
88,110.72510000667535
89,114.67020001146011
90,100.51479999674484
91,88.27209999435581
92,105.81579999416135
93,115.15339999459684
94,105.73690000455827
95,71.59459999820683
96,119.06680000538472
97,89.88859999226406
98,96.3424999936251
99,108.3578999969177
100,139.29279999865685
101,81.28929999656975
102,87.8828999993857
103,123.82429999706801
104,110.0338000105694
105,84.55970000068191
106,107.57980000926182
107,113.51500000455417
108,77.47180000296794
109,57.03890000586398
110,69.360699999379
111,68.78789998881985
112,87.64100000553299
113,83.04510000743903
114,89.85950000351295
115,86.74490000703372
116,117.62360000284389
117,109.43490000499878
118,76.78999999188818
119,62.58140000863932
120,53.4817000007024
121,51.14049999974668
122,73.29059999028686
123,112.57110000588
124,95.72519999346696
125,62.41790000058245
126,108.51239999465179
127,61.27869999909308
128,89.64819999528117
129,84.3825000047218
130,96.53890000481624
131,84.18119999987539
132,94.53230000508483
133,126.20260000403505
134,120.33879999944475
135,113.86890000721905
136,71.26500000595115
137,85.83350000844803
138,73.85300000896677
139,85.6396000017412
140,106.96839999582153
141,80.72649998939596
142,122.24219999916386
143,105.56379999616183
144,111.0432999994373
145,66.35220001044217
146,72.61630000721198
147,74.93000000249594
148,68.35509999655187
149,89.71070000552572
150,70.75510000868235
151,177.27620000368915
152,105.04399999626912
153,53.612699994118884
154,49.91279999376275
155,65.85520000953693
156,49.258700004429556
157,62.939399998867884
158,61.102699997718446
159,72.1482999942964
160,135.27100000646897
161,59.69710000499617
162,85.25530000042636
163,80.93939999525901
164,59.57460000354331
165,57.811999999103136
166,62.760000000707805
167,67.66349999816157
168,58.04069999430794
169,76.06920000398532
170,77.63479999266565
171,90.98680000170134
172,71.68040001124609
173,56.359600013820454
174,63.08990000979975
175,68.00860000657849
176,64.74609998986125
177,60.71039999369532
178,69.30849999480415
179,60.108699995907955
180,46.09590000472963
181,66.91179999324959
182,58.518799996818416
183,55.80279999412596
184,66.39069999800995
185,53.48630000662524
186,73.06429999880493
187,49.81399999815039
188,57.577200001105666
189,55.198600006406195
190,59.81639999663457
191,90.02800000598654
192,106.17349999665748
193,56.152899996959604
194,117.42460000095889
195,64.84500000078697
196,72.04370001272764
197,62.42840000777505
198,68.3357999951113
199,72.88680000056047
200,81.23219999833964
201,65.61059999512509
202,67.4109999963548
203,65.370600001188
204,56.60169999464415
205,49.15900000196416
206,41.51419999834616
207,60.081200004788116
208,61.08090000634547
209,66.64729998738039
210,64.8248999932548
211,66.3395000010496
212,62.64920000103302
213,65.09240000741556
214,61.14289999823086
215,53.491300001041964
216,69.90030000451952
217,77.58670000475831
218,61.028199997963384
219,64.31899999734014
220,64.68180000956636
221,67.39630000083707
222,78.1559000024572
223,65.82989999151323
224,62.07200000062585
225,64.38429999980144
226,56.58699999912642
227,81.94190000358503
228,58.70380000851583
229,72.3026000050595
230,47.63410000305157
231,47.09740000544116
232,67.98749999143183
233,50.37139999330975
234,59.2190000024857
235,69.06140000501182
236,59.08619999536313
237,61.5786999987904
238,70.86789999448229
239,69.95140000071842
240,86.03930000390392
241,47.159299996565096
242,68.81749999593012
243,66.28980000095908
244,60.896800001501106
245,58.00380000437144
246,54.48210000758991
247,70.32510000863113
248,62.4489000038011
249,69.41630000073928
