frame_idx,rtt_ms,ok,can_id,payload_len
145,31.868099991697818,1,291,7
146,32.71850000601262,1,291,7
147,16.096499995910563,1,291,7
148,15.855799996643327,1,291,7
149,15.868000002228655,1,291,7
150,17.77409999340307,1,291,7
151,30.85049999936018,1,291,7
152,14.949699994758703,1,291,7
153,15.930900000967085,1,291,7
154,16.016600013244897,1,291,7
155,16.41850000305567,1,291,7
156,31.814500005566515,1,291,7
157,15.829399999347515,1,291,7
158,12.67060000100173,1,291,7
159,12.986500005354173,1,291,7
160,21.154500005650334,1,291,7
161,15.92349998827558,1,291,7
162,16.313000000081956,1,291,7
163,15.007399997557513,1,291,7
164,16.136300007929094,1,291,7
165,14.507900006719865,1,291,7
166,15.908499990473501,1,291,7
167,16.25390000117477,1,291,7
168,32.52470000006724,1,291,7
169,16.165000008186325,1,291,7
170,16.40570000745356,1,291,7
171,15.891900009592064,1,291,7
172,31.5476999967359,1,291,7
173,16.021599993109703,1,291,7
174,15.940299999783747,1,291,7
175,32.337700002244674,1,291,7
176,17.746299999998882,1,291,7
177,13.632200003485195,1,291,7
178,16.238500000326894,1,291,7
179,15.962199991918169,1,291,7
180,32.23349999461789,1,291,7
181,16.047199998865835,1,291,7
182,15.981899996404536,1,291,7
183,15.740300004836172,1,291,7
184,12.851499996031635,1,291,7
185,19.047299996600486,1,291,7
186,16.369699995266274,1,291,7
187,15.234799997415394,1,291,7
188,15.465200005564839,1,291,7
189,31.73060000699479,1,291,7
190,32.047999993665144,1,291,7
191,12.970899988431484,1,291,7
192,34.45139998802915,1,291,7
193,16.366900003049523,1,291,7
194,15.51399999880232,1,291,7
195,16.121799999382347,1,291,7
196,16.10870000149589,1,291,7
197,16.462600004160777,1,291,7
198,16.09769999049604,1,291,7
199,32.910800000536256,1,291,7
