frame_idx,rtt_ms,ok,can_id,payload_len
0,23.89229999971576,1,291,7
1,32.53640000184532,1,291,7
2,32.68370000296272,1,291,7
3,32.455400010803714,1,291,7
4,32.56380000675563,1,291,7
5,33.41810000711121,1,291,7
6,31.228799998643808,1,291,7
7,33.10359999886714,1,291,7
8,32.42519999912474,1,291,7
9,12.160700003732927,1,291,7
10,35.71179999562446,1,291,7
11,32.71179999865126,1,291,7
12,14.762899998459034,1,291,7
13,32.46950000175275,1,291,7
14,31.728399990242906,1,291,7
15,32.53360000962857,1,291,7
16,31.770399989909492,1,291,7
17,32.09680000145454,1,291,7
18,31.795500006410293,1,291,7
19,31.829999992623925,1,291,7
20,16.376200001104735,1,291,7
21,15.545900008874014,1,291,7
22,15.916500007733703,1,291,7
23,15.064699997310527,1,291,7
24,35.188099995139055,1,291,7
25,14.377800005604513,1,291,7
26,15.80860000103712,1,291,7
27,15.976599999703467,1,291,7
28,15.841900007217191,1,291,7
29,16.387600000598468,1,291,7
30,16.387699986808002,1,291,7
31,31.78059999481775,1,291,7
32,16.052800012403168,1,291,7
33,33.3179999870481,1,291,7
34,29.14769999915734,1,291,7
35,16.80129999294877,1,291,7
36,16.001199997845106,1,291,7
37,16.714600002160296,1,291,7
38,16.300300005241297,1,291,7
39,32.3157000093488,1,291,7
40,15.700399992056191,1,291,7
41,16.291300009470433,1,291,7
42,31.840099996770732,1,291,7
43,15.992600005120039,1,291,7
44,15.285399989807047,1,291,7
45,15.268900009687059,1,291,7
46,16.00699999835342,1,291,7
47,31.463799998164177,1,291,7
48,16.376799991121516,1,291,7
49,17.919899997650646,1,291,7
50,14.283500000601634,1,291,7
51,15.875800003414042,1,291,7
52,15.649799999664538,1,291,7
53,15.834099991479889,1,291,7
54,32.48809999786317,1,291,7
55,16.116500002681278,1,291,7
56,12.62019999558106,1,291,7
57,19.209299993235618,1,291,7
58,15.989299994544126,1,291,7
59,15.394800007925369,1,291,7
60,32.73930000432301,1,291,7
61,15.82280000729952,1,291,7
62,16.45519999146927,1,291,7
63,15.454100008355454,1,291,7
64,15.985999998520128,1,291,7
65,15.83980000577867,1,291,7
66,15.822899993509054,1,291,7
67,16.16009999997914,1,291,7
68,16.029200007324107,1,291,7
69,32.503500013262965,1,291,7
70,31.75679998821579,1,291,7
71,14.924499992048368,1,291,7
72,16.081000008853152,1,291,7
73,15.926599997328594,1,291,7
74,33.66610000375658,1,291,7
75,14.471999995294027,1,291,7
76,15.821499997400679,1,291,7
77,15.929200002574362,1,291,7
78,31.860899995081127,1,291,7
79,16.046100005041808,1,291,7
80,32.39779999421444,1,291,7
81,32.573700009379536,1,291,7
82,15.058700009831227,1,291,7
83,16.148800001246855,1,291,7
84,31.76720000919886,1,291,7
85,16.372800004319288,1,291,7
86,31.911700003547594,1,291,7
87,16.064600000390783,1,291,7
88,16.17630000691861,1,291,7
89,32.34470001189038,1,291,7
90,15.883900006883778,1,291,7
91,16.155800010892563,1,291,7
92,15.635800009476952,1,291,7
93,15.826300004846416,1,291,7
94,14.863799995509908,1,291,7
95,16.00079999479931,1,291,7
96,16.13560000259895,1,291,7
97,15.937299991492182,1,291,7
98,16.132399992784485,1,291,7
99,18.39250000193715,1,291,7
100,30.236199992941692,1,291,7
101,15.06130000052508,1,291,7
102,16.008000005967915,1,291,7
103,16.094199992949143,1,291,7
104,15.754699998069555,1,291,7
105,32.13110000069719,1,291,7
106,15.632899987394921,1,291,7
107,16.548100000363775,1,291,7
108,16.08630000555422,1,291,7
109,15.649100008886307,1,291,7
110,16.22230000793934,1,291,7
111,12.343800000962801,1,291,7
112,19.202600000426173,1,291,7
113,13.134900000295602,1,291,7
114,19.356000004336238,1,291,7
115,15.368299995316193,1,291,7
116,16.392800011090003,1,291,7
117,14.067600000998937,1,291,7
118,18.003400007728487,1,291,7
119,29.714000003878027,1,291,7
120,17.175299988593906,1,291,7
121,15.253699995810166,1,291,7
122,32.99279999919236,1,291,7
123,15.546099995844997,1,291,7
124,18.140000000130385,1,291,7
125,30.587099987315014,1,291,7
126,31.147999994573183,1,291,7
127,16.483200000948273,1,291,7
128,16.320399998221546,1,291,7
129,32.28169999783859,1,291,7
130,32.071499997982755,1,291,7
131,15.62289999856148,1,291,7
132,32.1945999894524,1,291,7
133,15.789200013387017,1,291,7
134,16.478499994263984,1,291,7
135,15.556500002276152,1,291,7
136,16.627699995297007,1,291,7
137,14.920300003723241,1,291,7
138,16.63679999182932,1,291,7
139,13.266699999803677,1,291,7
140,17.56369999202434,1,291,7
141,16.96530000481289,1,291,7
142,16.352800012100488,1,291,7
143,16.941000008955598,1,291,7
144,12.8885000012815,1,291,7
