frame_idx,rtt_ms,ok,can_id,payload_len
0,35.31569999177009,1,291,7
1,38.4496000042418,1,291,7
2,14.900299996952526,1,291,7
3,15.713300002971664,1,291,7
4,10.842200004844926,1,291,7
5,22.095599997555837,1,291,7
6,30.76860000146553,1,291,7
7,16.255800001090392,1,291,7
8,15.413299988722429,1,291,7
9,16.44129998749122,1,291,7
10,15.549999996437691,1,291,7
11,15.599100006511435,1,291,7
12,16.183100000489503,1,291,7
13,12.482300007832237,1,291,7
14,15.637299991794862,1,291,7
15,15.896800003247336,1,291,7
16,17.233599995961413,1,291,7
17,17.42220000596717,1,291,7
18,15.84789999469649,1,291,7
19,15.903000006801449,1,291,7
20,16.377600011765026,1,291,7
21,15.356399992015213,1,291,7
22,16.412800003308803,1,291,7
23,33.774100011214614,1,291,7
24,15.604899992467836,1,291,7
25,17.578600003616884,1,291,7
26,14.112100005149841,1,291,7
27,16.33479999145493,1,291,7
28,15.458900001249276,1,291,7
29,32.337500000721775,1,291,7
30,32.2221999958856,1,291,7
31,16.124899993883446,1,291,7
32,16.98829999077134,1,291,7
33,31.623000002582557,1,291,7
34,16.226899999310263,1,291,7
35,16.170100003364496,1,291,7
36,16.05780000681989,1,291,7
37,15.90500000747852,1,291,7
38,15.092399989953265,1,291,7
39,15.609900001436472,1,291,7
40,16.391699988162145,1,291,7
41,15.53010000498034,1,291,7
42,15.900799990049563,1,291,7
43,16.280199997709133,1,291,7
44,16.029899998102337,1,291,7
45,15.985899997758679,1,291,7
46,32.33210000325926,1,291,7
47,15.719300005002879,1,291,7
48,16.303099997458048,1,291,7
49,17.47560000512749,1,291,7
50,14.291200001025572,1,291,7
51,16.084199989563785,1,291,7
52,16.53470000019297,1,291,7
53,15.55099998950027,1,291,7
54,17.239100008737296,1,291,7
55,31.264900011592545,1,291,7
56,15.801499990629964,1,291,7
57,16.170799994142726,1,291,7
58,16.2065999902552,1,291,7
59,15.828499992494471,1,291,7
60,16.177900004549883,1,291,7
61,32.19569999782834,1,291,7
62,15.764600000693463,1,291,7
63,15.784399991389364,1,291,7
64,16.58830000087619,1,291,7
65,15.88130000163801,1,291,7
66,15.85089998843614,1,291,7
67,17.731400002958253,1,291,7
68,27.949399998760782,1,291,7
69,15.92720000189729,1,291,7
70,16.35980000719428,1,291,7
71,15.302600004361011,1,291,7
72,16.690599994035438,1,291,7
73,16.101499990327284,1,291,7
74,17.835199992987327,1,291,7
75,15.317299999878742,1,291,7
76,33.34749999339692,1,291,7
77,16.131600001244806,1,291,7
78,15.654600007110275,1,291,7
79,16.320800001267344,1,291,7
80,15.724099997896701,1,291,7
81,16.024900003685616,1,291,7
82,16.287499995087273,1,291,7
83,31.270999999833293,1,291,7
84,32.30299999995623,1,291,7
85,15.926099993521348,1,291,7
86,15.893900010269135,1,291,7
87,32.62640000320971,1,291,7
88,15.538100007688627,1,291,7
89,15.694200003053993,1,291,7
90,15.875800003414042,1,291,7
91,15.55019999796059,1,291,7
92,15.83020000543911,1,291,7
93,16.6771000076551,1,291,7
94,16.077099993708543,1,291,7
95,15.831600001547486,1,291,7
96,14.940699998987839,1,291,7
97,15.504100010730326,1,291,7
98,9.174199993140064,1,291,7
99,23.29729999473784,1,291,7
100,33.42239999619778,1,291,7
101,14.374999998835847,1,291,7
102,15.907799999695271,1,291,7
103,16.015300003346056,1,291,7
104,32.197399996221066,1,291,7
105,15.623799990862608,1,291,7
106,16.23420001124032,1,291,7
107,15.780699992319569,1,291,7
108,16.217199998209253,1,291,7
109,32.384199992520735,1,291,7
110,15.149700004258193,1,291,7
111,15.909800000372343,1,291,7
112,16.037499997764826,1,291,7
113,16.608399993856438,1,291,7
114,13.340700010303408,1,291,7
115,13.674700006959029,1,291,7
116,19.55650000309106,1,291,7
117,16.25959998636972,1,291,7
118,15.932199996314012,1,291,7
119,16.419100007624365,1,291,7
120,15.120299998670816,1,291,7
121,14.429399991058744,1,291,7
122,16.665800008922815,1,291,7
123,15.624799998477101,1,291,7
124,16.810600005555898,1,291,7
125,16.666199997416697,1,291,7
126,18.221199992694892,1,291,7
127,14.447399997152388,1,291,7
128,15.064599996549077,1,291,7
129,15.905599997495301,1,291,7
130,15.82280000729952,1,291,7
131,16.14490000065416,1,291,7
132,30.95309999480378,1,291,7
133,15.860999992582947,1,291,7
134,16.07969999895431,1,291,7
135,15.40049999312032,1,291,7
136,16.012200008844957,1,291,7
137,15.657099997042678,1,291,7
138,15.798599997651763,1,291,7
139,16.07920000969898,1,291,7
140,34.466500001144595,1,291,7
141,13.386899998295121,1,291,7
142,12.787800005753525,1,291,7
143,32.209199998760596,1,291,7
144,16.79839999997057,1,291,7
145,18.326299992622808,1,291,7
146,15.834100006031804,1,291,7
147,15.933000002405606,1,291,7
148,15.856600002734922,1,291,7
149,15.873399999691173,1,291,7
